model,gpu,gpuNum,tp,dp,pp,ep,batch,mean_input_tokens,mean_output_tokens,num_concurrent_requests,results_inter_token_latency_s_mean,results_ttft_s_mean,results_tpot_s_mean,results_end_to_end_latency_s_mean,results_request_output_throughput_token_per_s_mean,results_mean_output_throughput_token_per_s,results_num_completed_requests,dataType,driver,driverVersion,backend,backendVersion,engine,engineVersion,serving,servingVersion,timestamp,source
SGL_BENCH,H100,8,8,,,,16,1024.0,1024.0,16,0.01799,0.1968,,9.55685,50.154375,802.47,100,FP16,NVIDIA-Linux-x86_64,550.54.14,sglang,0.1.0,cuda,12.4,sglang,0.1.0,2025-12-10T07:52:08.024106+00:00,sglang_perf
